2023-02-23 03:57:14 startup archives install
2023-02-23 03:58:05 install libgdbm-compat4:amd64 <none> 1.23-1
2023-02-23 03:58:05 status half-installed libgdbm-compat4:amd64 1.23-1
2023-02-23 03:58:05 status unpacked libgdbm-compat4:amd64 1.23-1
2023-02-23 03:58:05 install libperl5.34:amd64 <none> 5.34.0-3ubuntu1.1
2023-02-23 03:58:05 status half-installed libperl5.34:amd64 5.34.0-3ubuntu1.1
2023-02-23 03:58:05 status unpacked libperl5.34:amd64 5.34.0-3ubuntu1.1
2023-02-23 03:58:05 install perl:amd64 <none> 5.34.0-3ubuntu1.1
2023-02-23 03:58:05 status half-installed perl:amd64 5.34.0-3ubuntu1.1
2023-02-23 03:58:05 status unpacked perl:amd64 5.34.0-3ubuntu1.1
2023-02-23 03:58:05 install poppler-data:all <none> 0.4.11-1
2023-02-23 03:58:05 status half-installed poppler-data:all 0.4.11-1
2023-02-23 03:58:05 status unpacked poppler-data:all 0.4.11-1
2023-02-23 03:58:05 install libasound2-data:all <none> 1.2.6.1-1ubuntu1
2023-02-23 03:58:05 status half-installed libasound2-data:all 1.2.6.1-1ubuntu1
2023-02-23 03:58:05 status unpacked libasound2-data:all 1.2.6.1-1ubuntu1
2023-02-23 03:58:05 install libasound2:amd64 <none> 1.2.6.1-1ubuntu1
2023-02-23 03:58:05 status half-installed libasound2:amd64 1.2.6.1-1ubuntu1
2023-02-23 03:58:05 status unpacked libasound2:amd64 1.2.6.1-1ubuntu1
2023-02-23 03:58:05 install libgomp1:amd64 <none> 12.1.0-2ubuntu1~22.04
2023-02-23 03:58:05 status half-installed libgomp1:amd64 12.1.0-2ubuntu1~22.04
2023-02-23 03:58:05 status unpacked libgomp1:amd64 12.1.0-2ubuntu1~22.04
2023-02-23 03:58:05 install libfftw3-single3:amd64 <none> 3.3.8-2ubuntu8
2023-02-23 03:58:05 status half-installed libfftw3-single3:amd64 3.3.8-2ubuntu8
2023-02-23 03:58:05 status unpacked libfftw3-single3:amd64 3.3.8-2ubuntu8
2023-02-23 03:58:05 install libdw1:amd64 <none> 0.186-1build1
2023-02-23 03:58:05 status half-installed libdw1:amd64 0.186-1build1
2023-02-23 03:58:06 status unpacked libdw1:amd64 0.186-1build1
2023-02-23 03:58:06 install libunwind8:amd64 <none> 1.3.2-2build2
2023-02-23 03:58:06 status half-installed libunwind8:amd64 1.3.2-2build2
2023-02-23 03:58:06 status unpacked libunwind8:amd64 1.3.2-2build2
2023-02-23 03:58:06 install libgstreamer1.0-0:amd64 <none> 1.20.3-0ubuntu1
2023-02-23 03:58:06 status half-installed libgstreamer1.0-0:amd64 1.20.3-0ubuntu1
2023-02-23 03:58:06 status unpacked libgstreamer1.0-0:amd64 1.20.3-0ubuntu1
2023-02-23 03:58:06 install liborc-0.4-0:amd64 <none> 1:0.4.32-2
2023-02-23 03:58:06 status half-installed liborc-0.4-0:amd64 1:0.4.32-2
2023-02-23 03:58:06 status unpacked liborc-0.4-0:amd64 1:0.4.32-2
2023-02-23 03:58:06 install libgstreamer-plugins-base1.0-0:amd64 <none> 1.20.1-1
2023-02-23 03:58:06 status half-installed libgstreamer-plugins-base1.0-0:amd64 1.20.1-1
2023-02-23 03:58:06 status unpacked libgstreamer-plugins-base1.0-0:amd64 1.20.1-1
2023-02-23 03:58:06 install x11-common:all <none> 1:7.7+23ubuntu2
2023-02-23 03:58:06 status half-installed x11-common:all 1:7.7+23ubuntu2
2023-02-23 03:58:06 status unpacked x11-common:all 1:7.7+23ubuntu2
2023-02-23 03:58:06 install libice6:amd64 <none> 2:1.0.10-1build2
2023-02-23 03:58:06 status half-installed libice6:amd64 2:1.0.10-1build2
2023-02-23 03:58:06 status unpacked libice6:amd64 2:1.0.10-1build2
2023-02-23 03:58:06 install libltdl7:amd64 <none> 2.4.6-15build2
2023-02-23 03:58:06 status half-installed libltdl7:amd64 2.4.6-15build2
2023-02-23 03:58:06 status unpacked libltdl7:amd64 2.4.6-15build2
2023-02-23 03:58:06 install libasyncns0:amd64 <none> 0.8-6build2
2023-02-23 03:58:06 status half-installed libasyncns0:amd64 0.8-6build2
2023-02-23 03:58:06 status unpacked libasyncns0:amd64 0.8-6build2
2023-02-23 03:58:06 install libogg0:amd64 <none> 1.3.5-0ubuntu3
2023-02-23 03:58:06 status half-installed libogg0:amd64 1.3.5-0ubuntu3
2023-02-23 03:58:06 status unpacked libogg0:amd64 1.3.5-0ubuntu3
2023-02-23 03:58:06 install libflac8:amd64 <none> 1.3.3-2ubuntu0.1
2023-02-23 03:58:06 status half-installed libflac8:amd64 1.3.3-2ubuntu0.1
2023-02-23 03:58:06 status unpacked libflac8:amd64 1.3.3-2ubuntu0.1
2023-02-23 03:58:06 install libopus0:amd64 <none> 1.3.1-0.1build2
2023-02-23 03:58:06 status half-installed libopus0:amd64 1.3.1-0.1build2
2023-02-23 03:58:06 status unpacked libopus0:amd64 1.3.1-0.1build2
2023-02-23 03:58:06 install libvorbis0a:amd64 <none> 1.3.7-1build2
2023-02-23 03:58:06 status half-installed libvorbis0a:amd64 1.3.7-1build2
2023-02-23 03:58:06 status unpacked libvorbis0a:amd64 1.3.7-1build2
2023-02-23 03:58:06 install libvorbisenc2:amd64 <none> 1.3.7-1build2
2023-02-23 03:58:06 status half-installed libvorbisenc2:amd64 1.3.7-1build2
2023-02-23 03:58:06 status unpacked libvorbisenc2:amd64 1.3.7-1build2
2023-02-23 03:58:06 install libsndfile1:amd64 <none> 1.0.31-2build1
2023-02-23 03:58:06 status half-installed libsndfile1:amd64 1.0.31-2build1
2023-02-23 03:58:06 status unpacked libsndfile1:amd64 1.0.31-2build1
2023-02-23 03:58:06 install libxau6:amd64 <none> 1:1.0.9-1build5
2023-02-23 03:58:06 status half-installed libxau6:amd64 1:1.0.9-1build5
2023-02-23 03:58:06 status unpacked libxau6:amd64 1:1.0.9-1build5
2023-02-23 03:58:06 install libxdmcp6:amd64 <none> 1:1.1.3-0ubuntu5
2023-02-23 03:58:06 status half-installed libxdmcp6:amd64 1:1.1.3-0ubuntu5
2023-02-23 03:58:06 status unpacked libxdmcp6:amd64 1:1.1.3-0ubuntu5
2023-02-23 03:58:06 install libxcb1:amd64 <none> 1.14-3ubuntu3
2023-02-23 03:58:06 status half-installed libxcb1:amd64 1.14-3ubuntu3
2023-02-23 03:58:06 status unpacked libxcb1:amd64 1.14-3ubuntu3
2023-02-23 03:58:06 install libx11-data:all <none> 2:1.7.5-1
2023-02-23 03:58:06 status half-installed libx11-data:all 2:1.7.5-1
2023-02-23 03:58:06 status unpacked libx11-data:all 2:1.7.5-1
2023-02-23 03:58:06 install libx11-6:amd64 <none> 2:1.7.5-1
2023-02-23 03:58:06 status half-installed libx11-6:amd64 2:1.7.5-1
2023-02-23 03:58:06 status unpacked libx11-6:amd64 2:1.7.5-1
2023-02-23 03:58:06 install libx11-xcb1:amd64 <none> 2:1.7.5-1
2023-02-23 03:58:06 status half-installed libx11-xcb1:amd64 2:1.7.5-1
2023-02-23 03:58:06 status unpacked libx11-xcb1:amd64 2:1.7.5-1
2023-02-23 03:58:06 install libpulse0:amd64 <none> 1:15.99.1+dfsg1-1ubuntu2
2023-02-23 03:58:06 status half-installed libpulse0:amd64 1:15.99.1+dfsg1-1ubuntu2
2023-02-23 03:58:06 status unpacked libpulse0:amd64 1:15.99.1+dfsg1-1ubuntu2
2023-02-23 03:58:06 install libsm6:amd64 <none> 2:1.2.3-1build2
2023-02-23 03:58:06 status half-installed libsm6:amd64 2:1.2.3-1build2
2023-02-23 03:58:06 status unpacked libsm6:amd64 2:1.2.3-1build2
2023-02-23 03:58:06 install libsoxr0:amd64 <none> 0.1.3-4build2
2023-02-23 03:58:06 status half-installed libsoxr0:amd64 0.1.3-4build2
2023-02-23 03:58:06 status unpacked libsoxr0:amd64 0.1.3-4build2
2023-02-23 03:58:06 install libspeexdsp1:amd64 <none> 1.2~rc1.2-1.1ubuntu3
2023-02-23 03:58:06 status half-installed libspeexdsp1:amd64 1.2~rc1.2-1.1ubuntu3
2023-02-23 03:58:06 status unpacked libspeexdsp1:amd64 1.2~rc1.2-1.1ubuntu3
2023-02-23 03:58:06 install libtdb1:amd64 <none> 1.4.5-2build1
2023-02-23 03:58:06 status half-installed libtdb1:amd64 1.4.5-2build1
2023-02-23 03:58:06 status unpacked libtdb1:amd64 1.4.5-2build1
2023-02-23 03:58:06 install libwebrtc-audio-processing1:amd64 <none> 0.3.1-0ubuntu5
2023-02-23 03:58:06 status half-installed libwebrtc-audio-processing1:amd64 0.3.1-0ubuntu5
2023-02-23 03:58:06 status unpacked libwebrtc-audio-processing1:amd64 0.3.1-0ubuntu5
2023-02-23 03:58:06 install libwrap0:amd64 <none> 7.6.q-31build2
2023-02-23 03:58:06 status half-installed libwrap0:amd64 7.6.q-31build2
2023-02-23 03:58:06 status unpacked libwrap0:amd64 7.6.q-31build2
2023-02-23 03:58:06 install libxext6:amd64 <none> 2:1.3.4-1build1
2023-02-23 03:58:06 status half-installed libxext6:amd64 2:1.3.4-1build1
2023-02-23 03:58:06 status unpacked libxext6:amd64 2:1.3.4-1build1
2023-02-23 03:58:06 install libxtst6:amd64 <none> 2:1.2.3-1build4
2023-02-23 03:58:06 status half-installed libxtst6:amd64 2:1.2.3-1build4
2023-02-23 03:58:06 status unpacked libxtst6:amd64 2:1.2.3-1build4
2023-02-23 03:58:06 install libsamplerate0:amd64 <none> 0.2.2-1build1
2023-02-23 03:58:06 status half-installed libsamplerate0:amd64 0.2.2-1build1
2023-02-23 03:58:06 status unpacked libsamplerate0:amd64 0.2.2-1build1
2023-02-23 03:58:06 install libjack-jackd2-0:amd64 <none> 1.9.20~dfsg-1
2023-02-23 03:58:06 status half-installed libjack-jackd2-0:amd64 1.9.20~dfsg-1
2023-02-23 03:58:06 status unpacked libjack-jackd2-0:amd64 1.9.20~dfsg-1
2023-02-23 03:58:06 install libasound2-plugins:amd64 <none> 1.2.6-1
2023-02-23 03:58:06 status half-installed libasound2-plugins:amd64 1.2.6-1
2023-02-23 03:58:06 status unpacked libasound2-plugins:amd64 1.2.6-1
2023-02-23 03:58:06 install libpulsedsp:amd64 <none> 1:15.99.1+dfsg1-1ubuntu2
2023-02-23 03:58:06 status half-installed libpulsedsp:amd64 1:15.99.1+dfsg1-1ubuntu2
2023-02-23 03:58:06 status unpacked libpulsedsp:amd64 1:15.99.1+dfsg1-1ubuntu2
2023-02-23 03:58:06 install pulseaudio-utils:amd64 <none> 1:15.99.1+dfsg1-1ubuntu2
2023-02-23 03:58:06 status half-installed pulseaudio-utils:amd64 1:15.99.1+dfsg1-1ubuntu2
2023-02-23 03:58:06 status unpacked pulseaudio-utils:amd64 1:15.99.1+dfsg1-1ubuntu2
2023-02-23 03:58:06 install pulseaudio:amd64 <none> 1:15.99.1+dfsg1-1ubuntu2
2023-02-23 03:58:06 status half-installed pulseaudio:amd64 1:15.99.1+dfsg1-1ubuntu2
2023-02-23 03:58:06 status unpacked pulseaudio:amd64 1:15.99.1+dfsg1-1ubuntu2
2023-02-23 03:58:06 install update-inetd:all <none> 4.51
2023-02-23 03:58:06 status half-installed update-inetd:all 4.51
2023-02-23 03:58:06 status unpacked update-inetd:all 4.51
2023-02-23 03:58:06 install libieee1284-3:amd64 <none> 0.2.11-14build2
2023-02-23 03:58:06 status half-installed libieee1284-3:amd64 0.2.11-14build2
2023-02-23 03:58:07 status unpacked libieee1284-3:amd64 0.2.11-14build2
2023-02-23 03:58:07 install acl:amd64 <none> 2.3.1-1
2023-02-23 03:58:07 status half-installed acl:amd64 2.3.1-1
2023-02-23 03:58:07 status unpacked acl:amd64 2.3.1-1
2023-02-23 03:58:07 install libfreetype6:amd64 <none> 2.11.1+dfsg-1ubuntu0.1
2023-02-23 03:58:07 status half-installed libfreetype6:amd64 2.11.1+dfsg-1ubuntu0.1
2023-02-23 03:58:07 status unpacked libfreetype6:amd64 2.11.1+dfsg-1ubuntu0.1
2023-02-23 03:58:07 install fonts-dejavu-core:all <none> 2.37-2build1
2023-02-23 03:58:07 status half-installed fonts-dejavu-core:all 2.37-2build1
2023-02-23 03:58:07 status unpacked fonts-dejavu-core:all 2.37-2build1
2023-02-23 03:58:07 install fonts-liberation:all <none> 1:1.07.4-11
2023-02-23 03:58:07 status half-installed fonts-liberation:all 1:1.07.4-11
2023-02-23 03:58:07 status unpacked fonts-liberation:all 1:1.07.4-11
2023-02-23 03:58:07 install fonts-liberation2:all <none> 2.1.5-1
2023-02-23 03:58:07 status half-installed fonts-liberation2:all 2.1.5-1
2023-02-23 03:58:07 status unpacked fonts-liberation2:all 2.1.5-1
2023-02-23 03:58:07 install fonts-freefont-ttf:all <none> 20120503-10build1
2023-02-23 03:58:07 status half-installed fonts-freefont-ttf:all 20120503-10build1
2023-02-23 03:58:07 status unpacked fonts-freefont-ttf:all 20120503-10build1
2023-02-23 03:58:07 install fonts-urw-base35:all <none> 20200910-1
2023-02-23 03:58:07 status half-installed fonts-urw-base35:all 20200910-1
2023-02-23 03:58:07 status unpacked fonts-urw-base35:all 20200910-1
2023-02-23 03:58:07 install fontconfig-config:all <none> 2.13.1-4.2ubuntu5
2023-02-23 03:58:07 status half-installed fontconfig-config:all 2.13.1-4.2ubuntu5
2023-02-23 03:58:07 status unpacked fontconfig-config:all 2.13.1-4.2ubuntu5
2023-02-23 03:58:07 install libfontconfig1:amd64 <none> 2.13.1-4.2ubuntu5
2023-02-23 03:58:07 status half-installed libfontconfig1:amd64 2.13.1-4.2ubuntu5
2023-02-23 03:58:08 status unpacked libfontconfig1:amd64 2.13.1-4.2ubuntu5
2023-02-23 03:58:08 install libpixman-1-0:amd64 <none> 0.40.0-1ubuntu0.22.04.1
2023-02-23 03:58:08 status half-installed libpixman-1-0:amd64 0.40.0-1ubuntu0.22.04.1
2023-02-23 03:58:08 status unpacked libpixman-1-0:amd64 0.40.0-1ubuntu0.22.04.1
2023-02-23 03:58:08 install libxcb-render0:amd64 <none> 1.14-3ubuntu3
2023-02-23 03:58:08 status half-installed libxcb-render0:amd64 1.14-3ubuntu3
2023-02-23 03:58:08 status unpacked libxcb-render0:amd64 1.14-3ubuntu3
2023-02-23 03:58:08 install libxcb-shm0:amd64 <none> 1.14-3ubuntu3
2023-02-23 03:58:08 status half-installed libxcb-shm0:amd64 1.14-3ubuntu3
2023-02-23 03:58:08 status unpacked libxcb-shm0:amd64 1.14-3ubuntu3
2023-02-23 03:58:08 install libxrender1:amd64 <none> 1:0.9.10-1build4
2023-02-23 03:58:08 status half-installed libxrender1:amd64 1:0.9.10-1build4
2023-02-23 03:58:08 status unpacked libxrender1:amd64 1:0.9.10-1build4
2023-02-23 03:58:08 install libcairo2:amd64 <none> 1.16.0-5ubuntu2
2023-02-23 03:58:08 status half-installed libcairo2:amd64 1.16.0-5ubuntu2
2023-02-23 03:58:08 status unpacked libcairo2:amd64 1.16.0-5ubuntu2
2023-02-23 03:58:08 install librtmp1:amd64 <none> 2.4+20151223.gitfa8646d.1-2build4
2023-02-23 03:58:08 status half-installed librtmp1:amd64 2.4+20151223.gitfa8646d.1-2build4
2023-02-23 03:58:08 status unpacked librtmp1:amd64 2.4+20151223.gitfa8646d.1-2build4
2023-02-23 03:58:08 install libssh-4:amd64 <none> 0.9.6-2build1
2023-02-23 03:58:08 status half-installed libssh-4:amd64 0.9.6-2build1
2023-02-23 03:58:08 status unpacked libssh-4:amd64 0.9.6-2build1
2023-02-23 03:58:08 install libcurl3-gnutls:amd64 <none> 7.81.0-1ubuntu1.7
2023-02-23 03:58:08 status half-installed libcurl3-gnutls:amd64 7.81.0-1ubuntu1.7
2023-02-23 03:58:08 status unpacked libcurl3-gnutls:amd64 7.81.0-1ubuntu1.7
2023-02-23 03:58:08 install libcurl4:amd64 <none> 7.81.0-1ubuntu1.7
2023-02-23 03:58:08 status half-installed libcurl4:amd64 7.81.0-1ubuntu1.7
2023-02-23 03:58:08 status unpacked libcurl4:amd64 7.81.0-1ubuntu1.7
2023-02-23 03:58:08 install libexif12:amd64 <none> 0.6.24-1build1
2023-02-23 03:58:08 status half-installed libexif12:amd64 0.6.24-1build1
2023-02-23 03:58:08 status unpacked libexif12:amd64 0.6.24-1build1
2023-02-23 03:58:08 install libxpm4:amd64 <none> 1:3.5.12-1ubuntu0.22.04.1
2023-02-23 03:58:08 status half-installed libxpm4:amd64 1:3.5.12-1ubuntu0.22.04.1
2023-02-23 03:58:08 status unpacked libxpm4:amd64 1:3.5.12-1ubuntu0.22.04.1
2023-02-23 03:58:08 install libgd3:amd64 <none> 2.3.0-2ubuntu2
2023-02-23 03:58:08 status half-installed libgd3:amd64 2.3.0-2ubuntu2
2023-02-23 03:58:08 status unpacked libgd3:amd64 2.3.0-2ubuntu2
2023-02-23 03:58:08 install libusb-1.0-0:amd64 <none> 2:1.0.25-1ubuntu2
2023-02-23 03:58:08 status half-installed libusb-1.0-0:amd64 2:1.0.25-1ubuntu2
2023-02-23 03:58:08 status unpacked libusb-1.0-0:amd64 2:1.0.25-1ubuntu2
2023-02-23 03:58:08 install libgphoto2-port12:amd64 <none> 2.5.27-1build2
2023-02-23 03:58:08 status half-installed libgphoto2-port12:amd64 2.5.27-1build2
2023-02-23 03:58:08 status unpacked libgphoto2-port12:amd64 2.5.27-1build2
2023-02-23 03:58:08 install libgphoto2-6:amd64 <none> 2.5.27-1build2
2023-02-23 03:58:08 status half-installed libgphoto2-6:amd64 2.5.27-1build2
2023-02-23 03:58:08 status triggers-pending udev:amd64 249.11-0ubuntu3.6
2023-02-23 03:58:08 status unpacked libgphoto2-6:amd64 2.5.27-1build2
2023-02-23 03:58:08 install liblcms2-2:amd64 <none> 2.12~rc1-2build2
2023-02-23 03:58:08 status half-installed liblcms2-2:amd64 2.12~rc1-2build2
2023-02-23 03:58:08 status unpacked liblcms2-2:amd64 2.12~rc1-2build2
2023-02-23 03:58:08 install libnspr4:amd64 <none> 2:4.32-3build1
2023-02-23 03:58:08 status half-installed libnspr4:amd64 2:4.32-3build1
2023-02-23 03:58:08 status unpacked libnspr4:amd64 2:4.32-3build1
2023-02-23 03:58:08 install libnss3:amd64 <none> 2:3.68.2-0ubuntu1.1
2023-02-23 03:58:08 status half-installed libnss3:amd64 2:3.68.2-0ubuntu1.1
2023-02-23 03:58:08 status unpacked libnss3:amd64 2:3.68.2-0ubuntu1.1
2023-02-23 03:58:08 install libopenjp2-7:amd64 <none> 2.4.0-6
2023-02-23 03:58:08 status half-installed libopenjp2-7:amd64 2.4.0-6
2023-02-23 03:58:09 status unpacked libopenjp2-7:amd64 2.4.0-6
2023-02-23 03:58:09 install libpoppler118:amd64 <none> 22.02.0-2ubuntu0.1
2023-02-23 03:58:09 status half-installed libpoppler118:amd64 22.02.0-2ubuntu0.1
2023-02-23 03:58:09 status unpacked libpoppler118:amd64 22.02.0-2ubuntu0.1
2023-02-23 03:58:09 install libpoppler-glib8:amd64 <none> 22.02.0-2ubuntu0.1
2023-02-23 03:58:09 status half-installed libpoppler-glib8:amd64 22.02.0-2ubuntu0.1
2023-02-23 03:58:09 status unpacked libpoppler-glib8:amd64 22.02.0-2ubuntu0.1
2023-02-23 03:58:09 install pci.ids:all <none> 0.0~2022.01.22-1
2023-02-23 03:58:09 status half-installed pci.ids:all 0.0~2022.01.22-1
2023-02-23 03:58:09 status unpacked pci.ids:all 0.0~2022.01.22-1
2023-02-23 03:58:09 install libpci3:amd64 <none> 1:3.7.0-6
2023-02-23 03:58:09 status half-installed libpci3:amd64 1:3.7.0-6
2023-02-23 03:58:09 status unpacked libpci3:amd64 1:3.7.0-6
2023-02-23 03:58:09 install libsensors-config:all <none> 1:3.6.0-7ubuntu1
2023-02-23 03:58:09 status half-installed libsensors-config:all 1:3.6.0-7ubuntu1
2023-02-23 03:58:09 status unpacked libsensors-config:all 1:3.6.0-7ubuntu1
2023-02-23 03:58:09 install libsensors5:amd64 <none> 1:3.6.0-7ubuntu1
2023-02-23 03:58:09 status half-installed libsensors5:amd64 1:3.6.0-7ubuntu1
2023-02-23 03:58:09 status unpacked libsensors5:amd64 1:3.6.0-7ubuntu1
2023-02-23 03:58:09 install libsnmp-base:all <none> 5.9.1+dfsg-1ubuntu2.4
2023-02-23 03:58:09 status half-installed libsnmp-base:all 5.9.1+dfsg-1ubuntu2.4
2023-02-23 03:58:09 status unpacked libsnmp-base:all 5.9.1+dfsg-1ubuntu2.4
2023-02-23 03:58:09 install libsnmp40:amd64 <none> 5.9.1+dfsg-1ubuntu2.4
2023-02-23 03:58:09 status half-installed libsnmp40:amd64 5.9.1+dfsg-1ubuntu2.4
2023-02-23 03:58:09 status unpacked libsnmp40:amd64 5.9.1+dfsg-1ubuntu2.4
2023-02-23 03:58:09 install libsane1:amd64 <none> 1.1.1-5
2023-02-23 03:58:09 status half-installed libsane1:amd64 1.1.1-5
2023-02-23 03:58:09 status unpacked libsane1:amd64 1.1.1-5
2023-02-23 03:58:09 install sane-utils:amd64 <none> 1.1.1-5
2023-02-23 03:58:09 status half-installed sane-utils:amd64 1.1.1-5
2023-02-23 03:58:09 status unpacked sane-utils:amd64 1.1.1-5
2023-02-23 03:58:09 install sgml-base:all <none> 1.30
2023-02-23 03:58:09 status half-installed sgml-base:all 1.30
2023-02-23 03:58:09 status unpacked sgml-base:all 1.30
2023-02-23 03:58:09 install libdrm-common:all <none> 2.4.113-2~ubuntu0.22.04.1
2023-02-23 03:58:09 status half-installed libdrm-common:all 2.4.113-2~ubuntu0.22.04.1
2023-02-23 03:58:09 status unpacked libdrm-common:all 2.4.113-2~ubuntu0.22.04.1
2023-02-23 03:58:09 install libdrm2:amd64 <none> 2.4.113-2~ubuntu0.22.04.1
2023-02-23 03:58:09 status half-installed libdrm2:amd64 2.4.113-2~ubuntu0.22.04.1
2023-02-23 03:58:09 status unpacked libdrm2:amd64 2.4.113-2~ubuntu0.22.04.1
2023-02-23 03:58:09 install hicolor-icon-theme:all <none> 0.17-2
2023-02-23 03:58:09 status half-installed hicolor-icon-theme:all 0.17-2
2023-02-23 03:58:09 status unpacked hicolor-icon-theme:all 0.17-2
2023-02-23 03:58:09 install libgdk-pixbuf2.0-common:all <none> 2.42.8+dfsg-1ubuntu0.2
2023-02-23 03:58:09 status half-installed libgdk-pixbuf2.0-common:all 2.42.8+dfsg-1ubuntu0.2
2023-02-23 03:58:09 status unpacked libgdk-pixbuf2.0-common:all 2.42.8+dfsg-1ubuntu0.2
2023-02-23 03:58:09 install libgdk-pixbuf-2.0-0:amd64 <none> 2.42.8+dfsg-1ubuntu0.2
2023-02-23 03:58:09 status half-installed libgdk-pixbuf-2.0-0:amd64 2.42.8+dfsg-1ubuntu0.2
2023-02-23 03:58:09 status unpacked libgdk-pixbuf-2.0-0:amd64 2.42.8+dfsg-1ubuntu0.2
2023-02-23 03:58:09 install gtk-update-icon-cache:amd64 <none> 3.24.33-1ubuntu2
2023-02-23 03:58:09 status half-installed gtk-update-icon-cache:amd64 3.24.33-1ubuntu2
2023-02-23 03:58:09 status unpacked gtk-update-icon-cache:amd64 3.24.33-1ubuntu2
2023-02-23 03:58:09 install humanity-icon-theme:all <none> 0.6.16
2023-02-23 03:58:09 status half-installed humanity-icon-theme:all 0.6.16
2023-02-23 03:58:10 status unpacked humanity-icon-theme:all 0.6.16
2023-02-23 03:58:10 install ubuntu-mono:all <none> 20.10-0ubuntu2
2023-02-23 03:58:10 status half-installed ubuntu-mono:all 20.10-0ubuntu2
2023-02-23 03:58:10 status unpacked ubuntu-mono:all 20.10-0ubuntu2
2023-02-23 03:58:10 install adwaita-icon-theme:all <none> 41.0-1ubuntu1
2023-02-23 03:58:10 status half-installed adwaita-icon-theme:all 41.0-1ubuntu1
2023-02-23 03:58:10 status unpacked adwaita-icon-theme:all 41.0-1ubuntu1
2023-02-23 03:58:10 install libatk1.0-data:all <none> 2.36.0-3build1
2023-02-23 03:58:10 status half-installed libatk1.0-data:all 2.36.0-3build1
2023-02-23 03:58:10 status unpacked libatk1.0-data:all 2.36.0-3build1
2023-02-23 03:58:10 install libatk1.0-0:amd64 <none> 2.36.0-3build1
2023-02-23 03:58:10 status half-installed libatk1.0-0:amd64 2.36.0-3build1
2023-02-23 03:58:10 status unpacked libatk1.0-0:amd64 2.36.0-3build1
2023-02-23 03:58:10 install libxi6:amd64 <none> 2:1.8-1build1
2023-02-23 03:58:10 status half-installed libxi6:amd64 2:1.8-1build1
2023-02-23 03:58:10 status unpacked libxi6:amd64 2:1.8-1build1
2023-02-23 03:58:10 install libatspi2.0-0:amd64 <none> 2.44.0-3
2023-02-23 03:58:10 status half-installed libatspi2.0-0:amd64 2.44.0-3
2023-02-23 03:58:10 status unpacked libatspi2.0-0:amd64 2.44.0-3
2023-02-23 03:58:10 install libatk-bridge2.0-0:amd64 <none> 2.38.0-3
2023-02-23 03:58:10 status half-installed libatk-bridge2.0-0:amd64 2.38.0-3
2023-02-23 03:58:10 status unpacked libatk-bridge2.0-0:amd64 2.38.0-3
2023-02-23 03:58:10 install libcairo-gobject2:amd64 <none> 1.16.0-5ubuntu2
2023-02-23 03:58:10 status half-installed libcairo-gobject2:amd64 1.16.0-5ubuntu2
2023-02-23 03:58:10 status unpacked libcairo-gobject2:amd64 1.16.0-5ubuntu2
2023-02-23 03:58:10 install libcolord2:amd64 <none> 1.4.6-1
2023-02-23 03:58:10 status half-installed libcolord2:amd64 1.4.6-1
2023-02-23 03:58:10 status unpacked libcolord2:amd64 1.4.6-1
2023-02-23 03:58:10 install libepoxy0:amd64 <none> 1.5.10-1
2023-02-23 03:58:10 status half-installed libepoxy0:amd64 1.5.10-1
2023-02-23 03:58:10 status unpacked libepoxy0:amd64 1.5.10-1
2023-02-23 03:58:10 install libgraphite2-3:amd64 <none> 1.3.14-1build2
2023-02-23 03:58:10 status half-installed libgraphite2-3:amd64 1.3.14-1build2
2023-02-23 03:58:10 status unpacked libgraphite2-3:amd64 1.3.14-1build2
2023-02-23 03:58:10 install libharfbuzz0b:amd64 <none> 2.7.4-1ubuntu3.1
2023-02-23 03:58:10 status half-installed libharfbuzz0b:amd64 2.7.4-1ubuntu3.1
2023-02-23 03:58:10 status unpacked libharfbuzz0b:amd64 2.7.4-1ubuntu3.1
2023-02-23 03:58:10 install fontconfig:amd64 <none> 2.13.1-4.2ubuntu5
2023-02-23 03:58:10 status half-installed fontconfig:amd64 2.13.1-4.2ubuntu5
2023-02-23 03:58:10 status unpacked fontconfig:amd64 2.13.1-4.2ubuntu5
2023-02-23 03:58:10 install libthai-data:all <none> 0.1.29-1build1
2023-02-23 03:58:10 status half-installed libthai-data:all 0.1.29-1build1
2023-02-23 03:58:10 status unpacked libthai-data:all 0.1.29-1build1
2023-02-23 03:58:10 install libdatrie1:amd64 <none> 0.2.13-2
2023-02-23 03:58:10 status half-installed libdatrie1:amd64 0.2.13-2
2023-02-23 03:58:10 status unpacked libdatrie1:amd64 0.2.13-2
2023-02-23 03:58:10 install libthai0:amd64 <none> 0.1.29-1build1
2023-02-23 03:58:10 status half-installed libthai0:amd64 0.1.29-1build1
2023-02-23 03:58:10 status unpacked libthai0:amd64 0.1.29-1build1
2023-02-23 03:58:10 install libpango-1.0-0:amd64 <none> 1.50.6+ds-2
2023-02-23 03:58:10 status half-installed libpango-1.0-0:amd64 1.50.6+ds-2
2023-02-23 03:58:10 status unpacked libpango-1.0-0:amd64 1.50.6+ds-2
2023-02-23 03:58:10 install libpangoft2-1.0-0:amd64 <none> 1.50.6+ds-2
2023-02-23 03:58:10 status half-installed libpangoft2-1.0-0:amd64 1.50.6+ds-2
2023-02-23 03:58:10 status unpacked libpangoft2-1.0-0:amd64 1.50.6+ds-2
2023-02-23 03:58:10 install libpangocairo-1.0-0:amd64 <none> 1.50.6+ds-2
